,unit_name,node,y2030,y2040,y2050,scenario,polygon,technology
155,large-battery_ES__elec_ES,electricity,3.0074123090320674e-07,28634310.4491366,57727069.3940565,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Battery Charger
156,large-battery_ES__elec_ES,electricity,2.788700311298278e-07,25586630.601690136,50869170.36403616,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Battery Charger
157,large-battery_PT__elec_PT,electricity,4.42845526157286e-07,7647774.925616559,25440900.7416851,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,PT,Battery Charger
158,large-battery_PT__elec_PT,electricity,4.086720576233132e-07,6837365.909129248,22229394.46302289,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,PT,Battery Charger
159,nuclear-3-existing_ES,electricity,45327902.47162757,42410564.877377026,27779463.29894414,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Nuclear
160,nuclear-3-existing_FR,electricity,297746781.49598634,198244693.5088579,148260125.4458761,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,FR,Nuclear
161,nuclear-3_ES,electricity,77828769.67473277,78308125.19826305,75381106.26143146,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Nuclear
162,nuclear-3_PT,electricity,17272684.38474432,17772164.629500918,15855598.724897116,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,PT,Nuclear
163,oil-boiler-existing_ES,buildings heat,117154.81251036814,2.6663299501815734e-09,0.0,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Diesel Boiler
164,solar-PV-existing_ES,electricity,86396916.29018396,79011025.990435,0.0,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Solar
165,solar-PV-existing_FR,electricity,40685457.87134674,35032587.93757719,0.0,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,FR,Solar
166,solar-PV-existing_PT,electricity,11317947.19941051,9691374.88881972,0.0,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,PT,Solar
167,solar-PV-no-tracking_ES,electricity,54497292.33827874,137798597.3888517,290112976.24905634,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Solar
168,solar-PV-no-tracking_FR,electricity,92212540.60285851,149085128.56840587,168321231.16598988,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,FR,Solar
169,solar-PV-no-tracking_PT,electricity,22552854.54679904,34504500.02247577,82682014.63443226,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,PT,Solar
170,wind-off-existing_ATFR,electricity,6078526.197447465,4467449.765988821,0.0,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,FR,Offshore Wind
171,wind-on-SP199-HH100_ES,electricity,136656935.57762033,141168453.26292866,158319539.61134735,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Onshore Wind
172,wind-on-SP199-HH100_FR,electricity,281989353.0970612,471093974.0870968,559557984.38323,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,FR,Onshore Wind
173,wind-on-existing_ES,electricity,44225135.71096794,29996423.876437224,0.0,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Onshore Wind
174,wind-on-existing_FR,electricity,60288220.492433146,32038793.72761859,0.0,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,FR,Onshore Wind
175,wind-on-existing_PT,electricity,7735700.489473533,4461883.893601762,0.0,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,PT,Onshore Wind
